ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized
0010062,"Por favor, díganme qué necesito comprar para arreglarlo.",2022-10-08 00:39:51,"problema: esto pasa desde ayer: por favor, díganme qué necesito comprar para arreglarlo.. contacto: XY, global innovations."
0010223,"Conexión a internet lenta, navegador web con fallos y mensajes emergentes.",2022-07-17 14:02:20,"recientemente he tenido un inconveniente: conexión a internet lenta, navegador web con fallos y mensajes emergentes.. atentamente, XY de cloud services."
0010161,Ventilador hace mucho ruido.,2022-07-03 12:55:04,XY (cloud services) reporta el siguiente inconveniente: ventilador hace mucho ruido.
0010224,El equipo está infectado con un virus y el antivirus no lo detecta.,2023-10-12 05:15:30,"el problema se presenta desde hace unos días: el equipo está infectado con un virus y el antivirus no lo detecta.. y para colmo, propuesta para nueva funcionalidad en la plataforma de e-commerce.. atentamente, XY de future systems."
0010225,Pantalla externa no detectada y errores gráficos.,2022-08-26 17:24:05,soy josefa cala de secureit y tengo el siguiente problema: hoy ha ocurrido lo siguiente: pantalla externa no detectada y errores gráficos.
0010036,"El WiFi sigue cayéndose, es imposible trabajar. Necesito una solución permanente.",2022-05-10 08:41:40,"reporte de global innovations por parte de XY: el wifi sigue cayéndose, es imposible trabajar. necesito una solución permanente.. y para colmo, no enciende, posible problema de fuente de poder."
0010058,Pantalla externa no detectada y errores gráficos.,2022-10-04 13:12:12,soy XY de XY y tengo el siguiente problema: pantalla externa no detectada y errores gráficos.
0010226,Conexión a red cableada falla y el sistema se reinicia.,2023-06-24 12:27:57,"conexión a red cableada falla y el sistema se reinicia.. a esto se suma el inconveniente de que estoy harto de los problemas con este software.. atentamente, XY valderrama de digital edge."
0010063,"Problemas con aplicaciones específicas, cierres inesperados.",2023-09-28 04:35:21,"problema: problemas con aplicaciones específicas, cierres inesperados.. y para colmo, monitor externo no detectado y no hay señal de video.. contacto: XY, digital edge."
0010001,El equipo no enciende y la pantalla tiene píxeles muertos.,2022-06-17 17:40:57,reporte de code builders por parte de XY: esto pasa desde ayer: el equipo no enciende y la pantalla tiene píxeles muertos.
0010227,¿Por qué siempre me pasa esto a mí?,2023-08-06 13:51:57,soy XY de XY y tengo el siguiente problema: ¿por qué siempre me pasa esto a mí?
0010132,"Conectividad WiFi inestable, lentitud general y fallos de hardware.",2023-02-19 10:02:16,"problema: conectividad wifi inestable, lentitud general y fallos de hardware.. contacto: XY, networks corp."
0010080,Fallo en el disco duro y problemas con el sistema operativo.,2022-10-08 04:35:32,reporte de digital edge por parte de XY: recientemente he tenido un inconveniente: fallo en el disco duro y problemas con el sistema operativo.
0010210,Fallo crítico del sistema y pérdida de datos recientes.,2023-03-17 14:37:34,"problema: fallo crítico del sistema y pérdida de datos recientes.. contacto: XY, cloud services."
0010015,La webcam no enciende y el micrófono tiene estática.,2022-09-25 19:28:58,"esto comenzó hace un par de horas: la webcam no enciende y el micrófono tiene estática.. además, también he notado que problemas de conectividad de red y fallos en la navegación.. atentamente, XY funes de XY."
0010176,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2022-04-16 10:25:30,"problema: esto comenzó hace un par de horas: estoy realmente frustrado, mi equipo no funciona desde hace días.. contacto: XY, XY."
0010083,"Problemas de seguridad, software no responde y reinicios aleatorios.",2023-12-04 03:24:31,"el problema se presenta desde hace unos días: problemas de seguridad, software no responde y reinicios aleatorios.. también quiero reportar que ¿pueden guiarme paso a paso para solucionarlo?. atentamente, XY de secureit."
0010106,El disco duro está lleno.,2023-06-14 10:01:56,"XY (XY) reporta el siguiente inconveniente: esto comenzó hace un par de horas: el disco duro está lleno.. también quiero reportar que fallo de memoria ram, pantallazos azules."
0010038,"No enciende, sin señal de video y disco duro defectuoso.",2023-08-14 07:31:21,"desde XY, XY informa: no enciende, sin señal de video y disco duro defectuoso."
0010104,"Batería no carga, sobrecalentamiento y pantalla con píxeles muertos.",2022-03-15 15:53:44,"problema: batería no carga, sobrecalentamiento y pantalla con píxeles muertos.. contacto: XY, data dynamics."
0010016,"Error de sistema, disco duro lleno y necesidad de nuevo software.",2022-02-27 21:54:15,"reporte de code builders por parte de XY: error de sistema, disco duro lleno y necesidad de nuevo software."
0010027,Problemas con la conexión Bluetooth.,2023-06-11 02:40:26,reporte de secureit por parte de XY: problemas con la conexión bluetooth.
0010228,Teclas del teclado no responden y el touchpad se congela.,2022-02-23 21:24:12,XY valderrama (cloud services) reporta el siguiente inconveniente: teclas del teclado no responden y el touchpad se congela.
0010139,"No enciende, posible problema de fuente de poder.",2023-07-17 18:24:38,"problema: no enciende, posible problema de fuente de poder.. y para colmo, problemas con el software de correo electrónico.. contacto: XY valderrama, networks corp."
0010061,El WiFi es intermitente y el sistema está lento.,2023-01-13 04:58:55,XY (XY) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: el wifi es intermitente y el sistema está lento.
0010229,Se perdieron los drivers de audio y video.,2023-03-01 04:03:12,reporte de networks corp por parte de XY funes: se perdieron los drivers de audio y video.. también quiero reportar que software no responde y el ventilador hace mucho ruido.
0010000,"Archivos corruptos, puerto USB fallando y navegador lento.",2022-09-08 07:06:34,"desde cloud services, XY informa: recientemente he tenido un inconveniente: archivos corruptos, puerto usb fallando y navegador lento.. también quiero reportar que quiero hablar con un supervisor, esto no puede seguir así."
0010175,"Fallo de memoria RAM, pantallazos azules.",2022-05-08 14:19:17,"soy XY de future systems y tengo el siguiente problema: he notado que desde la semana pasada: fallo de memoria ram, pantallazos azules.. también quiero reportar que problemas con el audio, no se escucha nada."
0010124,Problemas con la conexión Bluetooth.,2022-09-08 12:28:34,"problema: problemas con la conexión bluetooth.. contacto: XY funes, code builders."
0010002,"Necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?",2022-09-29 15:49:54,"problema: necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?. contacto: XY, digital edge."
0010230,Pantalla parpadea y rendimiento general bajo.,2022-12-09 04:37:22,"desde cloud services, XY informa: pantalla parpadea y rendimiento general bajo."
0010033,Impresora no detectada o no imprime.,2023-02-03 14:26:35,"problema: impresora no detectada o no imprime.. contacto: XY funes, code builders."
0010231,El equipo no arranca desde el disco principal.,2022-03-24 09:38:28,reporte de XY por parte de XY: he notado que desde la semana pasada: el equipo no arranca desde el disco principal.
0010039,Backup de datos fallido.,2022-08-01 01:39:37,"desde cloud services, XY informa: he notado que desde la semana pasada: backup de datos fallido."
0010232,"Rendimiento bajo, ventilador ruidoso y teclado defectuoso.",2023-02-12 11:46:32,"reporte de XY por parte de XY: rendimiento bajo, ventilador ruidoso y teclado defectuoso."
0010119,"Batería no carga, sobrecalentamiento y pantalla con píxeles muertos.",2023-11-02 21:27:23,"reporte de cloud services por parte de XY: recientemente he tenido un inconveniente: batería no carga, sobrecalentamiento y pantalla con píxeles muertos."
0010142,Problemas con la tarjeta de red inalámbrica.,2023-10-09 21:58:58,"problemas con la tarjeta de red inalámbrica.. atentamente, XY de data dynamics."
0010150,Impresora no detectada o no imprime.,2022-03-13 01:47:15,"impresora no detectada o no imprime.. atentamente, XY de cloud services."
0010045,Backup de datos fallido.,2023-08-05 18:47:25,XY mosquera (networks corp) reporta el siguiente inconveniente: esto comenzó hace un par de horas: backup de datos fallido.
0010061,Monitor externo no detectado.,2023-04-04 08:25:27,soy XY de global innovations y tengo el siguiente problema: monitor externo no detectado.
0010052,Es la primera vez que me pasa esto y estoy bastante molesto.,2023-02-23 16:31:42,"desde cloud services, XY informa: esto pasa desde ayer: es la primera vez que me pasa esto y estoy bastante molesto."
0010233,Necesitamos una nueva herramienta para la automatización de procesos internos.,2023-07-15 04:45:39,"problema: esto comenzó hace un par de horas: necesitamos una nueva herramienta para la automatización de procesos internos.. contacto: XY, code builders."
0010234,El equipo no responde y la pantalla está en negro.,2023-06-24 20:39:04,"recientemente he tenido un inconveniente: el equipo no responde y la pantalla está en negro.. atentamente, XY de data dynamics."
0010046,El equipo se apaga inesperadamente y hay fallos de gráficos.,2023-05-24 13:58:18,soy XY de future systems y tengo el siguiente problema: hoy ha ocurrido lo siguiente: el equipo se apaga inesperadamente y hay fallos de gráficos.
0010117,Pantalla parpadea y rendimiento general bajo.,2022-03-10 08:03:22,soy XY de cloud services y tengo el siguiente problema: pantalla parpadea y rendimiento general bajo.
0010100,No puedo instalar nuevas aplicaciones.,2022-09-07 06:35:37,"problema: el problema se presenta desde hace unos días: no puedo instalar nuevas aplicaciones.. contacto: XY, global innovations."
0010149,Necesito saber si esto tiene garantía.,2022-05-12 00:12:20,reporte de code builders por parte de XY: el problema se presenta desde hace unos días: necesito saber si esto tiene garantía.
0010068,Problemas de licencias de software.,2022-08-20 11:05:34,"desde global innovations, XY informa: problemas de licencias de software.. también quiero reportar que ¿pueden guiarme paso a paso para solucionarlo?"
0010136,¿Por qué siempre me pasa esto a mí?,2023-06-02 21:12:00,"hoy ha ocurrido lo siguiente: ¿por qué siempre me pasa esto a mí?. a esto se suma el inconveniente de que el equipo no enciende y la pantalla tiene píxeles muertos.. atentamente, XY de cloud services."
0010235,El teclado y el ratón no funcionan después de una actualización.,2022-03-22 11:13:39,XY (digital edge) reporta el siguiente inconveniente: he notado que desde la semana pasada: el teclado y el ratón no funcionan después de una actualización.
0010183,Problemas de licencias de software.,2022-12-02 10:56:39,XY asprilla (networks corp) reporta el siguiente inconveniente: problemas de licencias de software.
0010017,Backup de datos fallido.,2023-01-20 10:23:51,XY mosquera (digital edge) reporta el siguiente inconveniente: backup de datos fallido.
0010212,"Puertos USB inoperativos, falta de espacio y rendimiento deficiente.",2023-08-25 07:19:34,"puertos usb inoperativos, falta de espacio y rendimiento deficiente.. y para colmo, estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?. atentamente, XY de secureit."
0010216,Micrófono no detectado.,2022-09-22 12:12:16,"micrófono no detectado.. atentamente, XY asprilla de XY."
0010111,Monitor externo no detectado.,2023-04-20 23:53:15,XY (cloud services) reporta el siguiente inconveniente: monitor externo no detectado.
