ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized,tipo_mantenimiento
10038,"No enciende, sin señal de video y disco duro defectuoso.",2023-08-14 07:31:21,"desde XY, XY informa: no enciende, sin señal de video y disco duro defectuoso.",Mantenimiento Correctivo
10104,"Batería no carga, sobrecalentamiento y pantalla con píxeles muertos.",2022-03-15 15:53:44,"problema: batería no carga, sobrecalentamiento y pantalla con píxeles muertos.. contacto: XY, data dynamics.",Mantenimiento Correctivo
10016,"Error de sistema, disco duro lleno y necesidad de nuevo software.",2022-02-27 21:54:15,"reporte de code builders por parte de XY: error de sistema, disco duro lleno y necesidad de nuevo software.",Mantenimiento Correctivo
10027,Problemas con la conexión Bluetooth.,2023-06-11 02:40:26,reporte de secureit por parte de XY: problemas con la conexión bluetooth.,Mantenimiento Correctivo
10228,Teclas del teclado no responden y el touchpad se congela.,2022-02-23 21:24:12,XY valderrama (cloud services) reporta el siguiente inconveniente: teclas del teclado no responden y el touchpad se congela.,Mantenimiento Correctivo
10139,"No enciende, posible problema de fuente de poder.",2023-07-17 18:24:38,"problema: no enciende, posible problema de fuente de poder.. y para colmo, problemas con el software de correo electrónico.. contacto: XY valderrama, networks corp.",Mantenimiento Correctivo
10061,El WiFi es intermitente y el sistema está lento.,2023-01-13 04:58:55,XY (XY) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: el wifi es intermitente y el sistema está lento.,Mantenimiento Correctivo
10229,Se perdieron los drivers de audio y video.,2023-03-01 04:03:12,reporte de networks corp por parte de XY funes: se perdieron los drivers de audio y video.. también quiero reportar que software no responde y el ventilador hace mucho ruido.,Mantenimiento Correctivo
10000,"Archivos corruptos, puerto USB fallando y navegador lento.",2022-09-08 07:06:34,"desde cloud services, XY informa: recientemente he tenido un inconveniente: archivos corruptos, puerto usb fallando y navegador lento.. también quiero reportar que quiero hablar con un supervisor, esto no puede seguir así.",Mantenimiento Correctivo
10175,"Fallo de memoria RAM, pantallazos azules.",2022-05-08 14:19:17,"soy XY de future systems y tengo el siguiente problema: he notado que desde la semana pasada: fallo de memoria ram, pantallazos azules.. también quiero reportar que problemas con el audio, no se escucha nada.",Mantenimiento Correctivo
10124,Problemas con la conexión Bluetooth.,2022-09-08 12:28:34,"problema: problemas con la conexión bluetooth.. contacto: XY funes, code builders.",Mantenimiento Correctivo
10002,"Necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?",2022-09-29 15:49:54,"problema: necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?. contacto: XY, digital edge.",Mantenimiento Correctivo
10230,Pantalla parpadea y rendimiento general bajo.,2022-12-09 04:37:22,"desde cloud services, XY informa: pantalla parpadea y rendimiento general bajo.",Mantenimiento Correctivo
10033,Impresora no detectada o no imprime.,2023-02-03 14:26:35,"problema: impresora no detectada o no imprime.. contacto: XY funes, code builders.",Mantenimiento Correctivo
10231,El equipo no arranca desde el disco principal.,2022-03-24 09:38:28,reporte de XY por parte de XY: he notado que desde la semana pasada: el equipo no arranca desde el disco principal.,Mantenimiento Correctivo
10039,Backup de datos fallido.,2022-08-01 01:39:37,"desde cloud services, XY informa: he notado que desde la semana pasada: backup de datos fallido.",Mantenimiento Correctivo
10232,"Rendimiento bajo, ventilador ruidoso y teclado defectuoso.",2023-02-12 11:46:32,"reporte de XY por parte de XY: rendimiento bajo, ventilador ruidoso y teclado defectuoso.",Mantenimiento Correctivo
10119,"Batería no carga, sobrecalentamiento y pantalla con píxeles muertos.",2023-11-02 21:27:23,"reporte de cloud services por parte de XY: recientemente he tenido un inconveniente: batería no carga, sobrecalentamiento y pantalla con píxeles muertos.",Mantenimiento Correctivo
10142,Problemas con la tarjeta de red inalámbrica.,2023-10-09 21:58:58,"problemas con la tarjeta de red inalámbrica.. atentamente, XY de data dynamics.",Mantenimiento Correctivo
10150,Impresora no detectada o no imprime.,2022-03-13 01:47:15,"impresora no detectada o no imprime.. atentamente, XY de cloud services.",Mantenimiento Correctivo
10045,Backup de datos fallido.,2023-08-05 18:47:25,XY mosquera (networks corp) reporta el siguiente inconveniente: esto comenzó hace un par de horas: backup de datos fallido.,Mantenimiento Correctivo
10061,Monitor externo no detectado.,2023-04-04 08:25:27,soy XY de global innovations y tengo el siguiente problema: monitor externo no detectado.,Mantenimiento Correctivo
10052,Es la primera vez que me pasa esto y estoy bastante molesto.,2023-02-23 16:31:42,"desde cloud services, XY informa: esto pasa desde ayer: es la primera vez que me pasa esto y estoy bastante molesto.",Mantenimiento Correctivo
10233,Necesitamos una nueva herramienta para la automatización de procesos internos.,2023-07-15 04:45:39,"problema: esto comenzó hace un par de horas: necesitamos una nueva herramienta para la automatización de procesos internos.. contacto: XY, code builders.",Mantenimiento Evolutivo
10234,El equipo no responde y la pantalla está en negro.,2023-06-24 20:39:04,"recientemente he tenido un inconveniente: el equipo no responde y la pantalla está en negro.. atentamente, XY de data dynamics.",Mantenimiento Correctivo
10046,El equipo se apaga inesperadamente y hay fallos de gráficos.,2023-05-24 13:58:18,soy XY de future systems y tengo el siguiente problema: hoy ha ocurrido lo siguiente: el equipo se apaga inesperadamente y hay fallos de gráficos.,Mantenimiento Correctivo
10117,Pantalla parpadea y rendimiento general bajo.,2022-03-10 08:03:22,soy XY de cloud services y tengo el siguiente problema: pantalla parpadea y rendimiento general bajo.,Mantenimiento Correctivo
10100,No puedo instalar nuevas aplicaciones.,2022-09-07 06:35:37,"problema: el problema se presenta desde hace unos días: no puedo instalar nuevas aplicaciones.. contacto: XY, global innovations.",Mantenimiento Correctivo
10149,Necesito saber si esto tiene garantía.,2022-05-12 00:12:20,reporte de code builders por parte de XY: el problema se presenta desde hace unos días: necesito saber si esto tiene garantía.,Mantenimiento Correctivo
10068,Problemas de licencias de software.,2022-08-20 11:05:34,"desde global innovations, XY informa: problemas de licencias de software.. también quiero reportar que ¿pueden guiarme paso a paso para solucionarlo?",Mantenimiento Correctivo
10136,¿Por qué siempre me pasa esto a mí?,2023-06-02 21:12:00,"hoy ha ocurrido lo siguiente: ¿por qué siempre me pasa esto a mí?. a esto se suma el inconveniente de que el equipo no enciende y la pantalla tiene píxeles muertos.. atentamente, XY de cloud services.",Mantenimiento Correctivo
10235,El teclado y el ratón no funcionan después de una actualización.,2022-03-22 11:13:39,XY (digital edge) reporta el siguiente inconveniente: he notado que desde la semana pasada: el teclado y el ratón no funcionan después de una actualización.,Mantenimiento Correctivo
10183,Problemas de licencias de software.,2022-12-02 10:56:39,XY asprilla (networks corp) reporta el siguiente inconveniente: problemas de licencias de software.,Mantenimiento Correctivo
10017,Backup de datos fallido.,2023-01-20 10:23:51,XY mosquera (digital edge) reporta el siguiente inconveniente: backup de datos fallido.,Mantenimiento Correctivo
10212,"Puertos USB inoperativos, falta de espacio y rendimiento deficiente.",2023-08-25 07:19:34,"puertos usb inoperativos, falta de espacio y rendimiento deficiente.. y para colmo, estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?. atentamente, XY de secureit.",Mantenimiento Correctivo
10216,Micrófono no detectado.,2022-09-22 12:12:16,"micrófono no detectado.. atentamente, XY asprilla de XY.",Mantenimiento Correctivo
10111,Monitor externo no detectado.,2023-04-20 23:53:15,XY (cloud services) reporta el siguiente inconveniente: monitor externo no detectado.,Mantenimiento Correctivo
10017,Error al iniciar sesión en el sistema.,2022-10-30 02:05:18,soy XY mosquera de global innovations y tengo el siguiente problema: hoy ha ocurrido lo siguiente: error al iniciar sesión en el sistema.,Mantenimiento Correctivo
10019,Actualizaciones del sistema operativo pendientes o fallidas.,2022-02-25 02:20:14,soy josefa XY de future systems y tengo el siguiente problema: esto comenzó hace un par de horas: actualizaciones del sistema operativo pendientes o fallidas.,Mantenimiento Correctivo
10034,Equipo se reinicia y monitor externo no detectado.,2023-12-31 03:57:03,"desde XY, XY informa: he notado que desde la semana pasada: equipo se reinicia y monitor externo no detectado.",Mantenimiento Correctivo
10199,Problemas de licencias y antivirus ineficaz.,2023-02-21 23:53:45,"problema: problemas de licencias y antivirus ineficaz.. contacto: XY, XY.",Mantenimiento Correctivo
10236,Problemas de licencias y antivirus ineficaz.,2023-09-04 18:06:09,soy XY de cloud services y tengo el siguiente problema: recientemente he tenido un inconveniente: problemas de licencias y antivirus ineficaz.,Mantenimiento Correctivo
10042,Micrófono no detectado.,2022-04-18 22:47:24,"problema: esto comenzó hace un par de horas: micrófono no detectado.. además, también he notado que monitor externo no detectado.. contacto: XY, networks corp.",Mantenimiento Correctivo
10019,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2022-05-07 12:34:09,"desde XY, josefa XY informa: estoy realmente frustrado, mi equipo no funciona desde hace días.. y para colmo, error al iniciar sesión y contraseña olvidada.",Mantenimiento Correctivo
10120,Actualizaciones del sistema operativo pendientes o fallidas.,2023-02-16 05:41:50,"desde data dynamics, XY valderrama informa: actualizaciones del sistema operativo pendientes o fallidas.",Mantenimiento Correctivo
10237,Impresora no detectada o no imprime.,2022-01-04 00:22:36,"desde secureit, josefa mosquera informa: esto comenzó hace un par de horas: impresora no detectada o no imprime.. además, también he notado que desarrollo de una nueva aplicación: sistema de gestión de inventario.",Mantenimiento Correctivo
10238,Problemas con la tarjeta de red inalámbrica.,2022-02-20 22:12:10,"problema: problemas con la tarjeta de red inalámbrica.. contacto: XY, networks corp.",Mantenimiento Correctivo
10116,Estoy muy preocupado por la pérdida de mis datos.,2022-05-12 08:51:12,"desde XY, XY informa: estoy muy preocupado por la pérdida de mis datos.. también quiero reportar que actualizaciones de software, lentitud extrema y errores de sistema.",Mantenimiento Correctivo
10080,"Conexión a internet lenta, navegador web con fallos y mensajes emergentes.",2023-06-09 20:01:45,"desde data dynamics, XY informa: el problema se presenta desde hace unos días: conexión a internet lenta, navegador web con fallos y mensajes emergentes.. a esto se suma el inconveniente de que sobrecalentamiento del equipo.",Mantenimiento Correctivo
10071,Error en la actualización de seguridad.,2023-03-05 11:54:19,"recientemente he tenido un inconveniente: error en la actualización de seguridad.. a esto se suma el inconveniente de que el disco duro está lleno.. atentamente, XY valderrama de secureit.",Mantenimiento Correctivo
10093,"Sonido no funciona, micrófono no detectado y webcam con problemas.",2023-02-06 22:16:13,"problema: recientemente he tenido un inconveniente: sonido no funciona, micrófono no detectado y webcam con problemas.. a esto se suma el inconveniente de que actualizaciones del sistema operativo pendientes o fallidas.. contacto: XY, code builders.",Mantenimiento Correctivo
10239,"Copia de seguridad fallida, datos perdidos y problemas de seguridad.",2023-06-05 16:28:46,"XY (secureit) reporta el siguiente inconveniente: hoy ha ocurrido lo siguiente: copia de seguridad fallida, datos perdidos y problemas de seguridad.. también quiero reportar que mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿se puede reparar o necesito una nueva?",Mantenimiento Correctivo
10009,Mensajes de error constantes y el disco duro está lleno.,2023-03-03 20:08:56,"he notado que desde la semana pasada: mensajes de error constantes y el disco duro está lleno.. atentamente, josefa XY de secureit.",Mantenimiento Correctivo
